Code,Group,Sub group,Section,Object,Sub object,Title,NBS Code,COBie,NRM1,IFC 2x3 TC1,IFC 4Add2 TC1,IFC 4x3Add2 TC1,CESMM
PM_30_10_76,30,10,76,,,Scan survey information,,PM_30_10_76 : Scan survey information,,,,,
PM_30_10_77,30,10,77,,,Security needs assessment report,,PM_30_10_77 : Security needs assessment report,,,,,
PM_30_10_78,30,10,78,,,Site abnormal information,,PM_30_10_78 : Site abnormal information,,,,,
PM_30_10_80,30,10,80,,,Site boundary information,,PM_30_10_80 : Site boundary information,,,,,
PM_30_10_85,30,10,85,,,Structural survey information,,PM_30_10_85 : Structural survey information,,,,,
PM_30_10_88,30,10,88,,,Topographical survey information,,PM_30_10_88 : Topographical survey information,,,,,
PM_30_10_90,30,10,90,,,Transport feasibility survey information,,PM_30_10_90 : Transport feasibility survey information,,,,,
PM_30_10_93,30,10,93,,,Utilities and services survey information,00-05-10/115 Utilities and services survey,PM_30_10_93 : Utilities and services survey information,,,,,
PM_30_10_95,30,10,95,,,Vehicle flow analysis information,,PM_30_10_95 : Vehicle flow analysis information,,,,,
PM_30_20,30,20,,,,Ground investigation and survey reports,00-05-10/120 Ground information,PM_30_20 : Ground investigation and survey reports,,,,,
PM_30_20_02,30,20,02,,,Archaeological survey report,,PM_30_20_02 : Archaeological survey report,,,,,
PM_30_20_06,30,20,06,,,Bathymetric survey report,,PM_30_20_06 : Bathymetric survey report,,,,,
PM_30_20_10,30,20,10,,,Geological survey report,,PM_30_20_10 : Geological survey report,,,,,
PM_30_20_17,30,20,17,,,Contaminated land survey report,,PM_30_20_17 : Contaminated land survey report,,,,,
PM_30_20_24,30,20,24,,,Underground services survey report,,PM_30_20_24 : Underground services survey report,,,,,
PM_30_20_25,30,20,25,,,Geochemical survey report,,PM_30_20_25 : Geochemical survey report,,,,,
PM_30_20_27,30,20,27,,,Geoenvironmental exploratory investigation report,,PM_30_20_27 : Geoenvironmental exploratory investigation report,,,,,
PM_30_20_28,30,20,28,,,Geoenvironmental ground investigation report,,PM_30_20_28 : Geoenvironmental ground investigation report,,,,,
PM_30_20_30,30,20,30,,,Geological boundaries survey report,,PM_30_20_30 : Geological boundaries survey report,,,,,
PM_30_20_31,30,20,31,,,Geological faults survey report,,PM_30_20_31 : Geological faults survey report,,,,,
PM_30_20_33,30,20,33,,,Geotechnical survey report,,PM_30_20_33 : Geotechnical survey report,,,,,
PM_30_20_34,30,20,34,,,Geotechnical substructure investigation report,,PM_30_20_34 : Geotechnical substructure investigation report,,,,,
PM_30_20_35,30,20,35,,,Ground levels investigation report,00-05-10/125 Ground investigation report,PM_30_20_35 : Ground levels investigation report,,,,,
PM_30_20_36,30,20,36,,,Groundwater table survey report,,PM_30_20_36 : Groundwater table survey report,,,,,
PM_30_20_39,30,20,39,,,Hydrological survey report,,PM_30_20_39 : Hydrological survey report,,,,,
PM_30_20_46,30,20,46,,,Land quality assessment report,,PM_30_20_46 : Land quality assessment report,,,,,
PM_30_20_80,30,20,80,,,Soil survey report,,PM_30_20_80 : Soil survey report,,,,,
PM_30_20_89,30,20,89,,,Topographic survey report,,PM_30_20_89 : Topographic survey report,,,,,
PM_30_20_92,30,20,92,,,Underground drainage closed-circuit television (CCTV) condition survey information,,PM_30_20_92 : Underground drainage closed-circuit television (CCTV) condition survey information,,,,,
PM_30_30,30,30,,,,Environmental information,00-05-10/130 Environmental information,PM_30_30 : Environmental information,,,,,
PM_30_30_02,30,30,02,,,Acoustic survey information,,PM_30_30_02 : Acoustic survey information,,,,,
PM_30_30_03,30,30,03,,,Air quality survey information,,PM_30_30_03 : Air quality survey information,,,,,
PM_30_30_04,30,30,04,,,Arboricultural survey information,,PM_30_30_04 : Arboricultural survey information,,,,,
PM_30_30_08,30,30,08,,,Broad scale model,,PM_30_30_08 : Broad scale model,,,,,
PM_30_30_10,30,30,10,,,Carbon calculation report,,PM_30_30_10 : Carbon calculation report,,,,,
PM_30_30_13,30,30,13,,,Climate forecasting information,,PM_30_30_13 : Climate forecasting information,,,,,
PM_30_30_15,30,30,15,,,Coastal model,,PM_30_30_15 : Coastal model,,,,,
PM_30_30_17,30,30,17,,,Continuous flood simulation model,,PM_30_30_17 : Continuous flood simulation model,,,,,
PM_30_30_23,30,30,23,,,Catchment drainage model,,PM_30_30_23 : Catchment drainage model,,,,,
PM_30_30_24,30,30,24,,,Environmental constraints report,,PM_30_30_24 : Environmental constraints report,,,,,
PM_30_30_25,30,30,25,,,Ecological survey report,00-05-10/135 Ecology survey report,PM_30_30_25 : Ecological survey report,,,,,
PM_30_30_26,30,30,26,,,Environmental action report,,PM_30_30_26 : Environmental action report,,,,,
PM_30_30_27,30,30,27,,,Environmental impact report,00-60-70/190 Environmental assessment information,PM_30_30_27 : Environmental impact report,,,,,
PM_30_30_28,30,30,28,,,Environmental survey report,,PM_30_30_28 : Environmental survey report,,,,,
PM_30_30_29,30,30,29,,,Flood risk assessment report,,PM_30_30_29 : Flood risk assessment report,,,,,
PM_30_30_30,30,30,30,,,Flood forecasting model,,PM_30_30_30 : Flood forecasting model,,,,,
PM_30_30_31,30,30,31,,,Flood protection information,,PM_30_30_31 : Flood protection information,,,,,
PM_30_30_32,30,30,32,,,Fluvial flow model,,PM_30_30_32 : Fluvial flow model,,,,,
PM_30_30_33,30,30,33,,,Flood simulation model,,PM_30_30_33 : Flood simulation model,,,,,
PM_30_30_34,30,30,34,,,Flood history report,,PM_30_30_34 : Flood history report,,,,,
PM_30_30_39,30,30,39,,,Hydrological model,,PM_30_30_39 : Hydrological model,,,,,
PM_30_30_41,30,30,41,,,Integrated catchment model,,PM_30_30_41 : Integrated catchment model,,,,,
PM_30_30_46,30,30,46,,,Landscape and visual impact assessment,,PM_30_30_46 : Landscape and visual impact assessment,,,,,
PM_30_30_51,30,30,51,,,Measured building survey information,,PM_30_30_51 : Measured building survey information,,,,,
PM_30_30_53,30,30,53,,,Model calibration information,,PM_30_30_53 : Model calibration information,,,,,
PM_30_30_58,30,30,58,,,Operational waste management plan,,PM_30_30_58 : Operational waste management plan,,,,,
PM_30_30_64,30,30,64,,,Plant operating conditions,,PM_30_30_64 : Plant operating conditions,,,,,
PM_30_30_65,30,30,65,,,Pluvial flow model,,PM_30_30_65 : Pluvial flow model,,,,,
PM_30_30_67,30,30,67,,,Protected species report,,PM_30_30_67 : Protected species report,,,,,
PM_30_30_70,30,30,70,,,Reservoir model,,PM_30_30_70 : Reservoir model,,,,,
PM_30_30_72,30,30,72,,,Road safety audit report,,PM_30_30_72 : Road safety audit report,,,,,
PM_30_30_75,30,30,75,,,Seismic survey report,,PM_30_30_75 : Seismic survey report,,,,,
PM_30_30_83,30,30,83,,,Strategic environmental assessment report,,PM_30_30_83 : Strategic environmental assessment report,,,,,
PM_30_30_85,30,30,85,,,Sustainability information,00-60-70/180 Sustainability assessment information,PM_30_30_85 : Sustainability information,,,,,
PM_30_30_86,30,30,86,,,Thermal and environmental model,,PM_30_30_86 : Thermal and environmental model,,,,,
PM_30_30_87,30,30,87,,,Tidal information,,PM_30_30_87 : Tidal information,,,,,
PM_30_30_88,30,30,88,,,Tidal and coastal boundary information,,PM_30_30_88 : Tidal and coastal boundary information,,,,,
PM_30_30_89,30,30,89,,,Thermal comfort survey information,,PM_30_30_89 : Thermal comfort survey information,,,,,
PM_30_30_96,30,30,96,,,Water management information,,PM_30_30_96 : Water management information,,,,,
PM_30_30_97,30,30,97,,,Water quality assessment information,,PM_30_30_97 : Water quality assessment information,,,,,
PM_30_30_98,30,30,98,,,Weather forecasting information,,PM_30_30_98 : Weather forecasting information,,,,,
PM_30_35,30,35,,,,Wildlife survey reports,,PM_30_35 : Wildlife survey reports,,,,,
PM_30_35_05,30,35,05,,,Animal conservation assessment survey report,,PM_30_35_05 : Animal conservation assessment survey report,,,,,
PM_30_35_06,30,35,06,,,Bird and pest survey report,,PM_30_35_06 : Bird and pest survey report,,,,,
PM_30_35_40,30,35,40,,,Invasive species survey report,,PM_30_35_40 : Invasive species survey report,,,,,
PM_30_35_56,30,35,56,,,Nuisance animal species survey report,,PM_30_35_56 : Nuisance animal species survey report,,,,,
PM_30_35_58,30,35,58,,,Ornithological survey report,,PM_30_35_58 : Ornithological survey report,,,,,
PM_30_40,30,40,,,,Hazardous substances information,00-05-10/145 Hazardous substances information,PM_30_40 : Hazardous substances information,,,,,
PM_30_40_06,30,40,06,,,Asbestos survey report,00-05-10/150 Asbestos survey report,PM_30_40_06 : Asbestos survey report,,,,,
PM_30_40_10,30,40,10,,,Biological agents survey report,,PM_30_40_10 : Biological agents survey report,,,,,
PM_30_40_33,30,40,33,,,Gases survey report,,PM_30_40_33 : Gases survey report,,,,,
PM_30_40_36,30,40,36,,,Hazardous chemicals survey report,,PM_30_40_36 : Hazardous chemicals survey report,,,,,
PM_30_40_39,30,40,39,,,Heavy metals survey report,,PM_30_40_39 : Heavy metals survey report,,,,,
PM_30_40_46,30,40,46,,,Lead survey report,00-05-10/155 Lead survey report,PM_30_40_46 : Lead survey report,,,,,
PM_30_40_70,30,40,70,,,Radioactive waste survey report,,PM_30_40_70 : Radioactive waste survey report,,,,,
PM_30_40_72,30,40,72,,,Radon and hazardous ground gases survey report,,PM_30_40_72 : Radon and hazardous ground gases survey report,,,,,
PM_30_40_92,30,40,92,,,Unexploded ordnance survey report,,PM_30_40_92 : Unexploded ordnance survey report,,,,,
PM_30_40_94,30,40,94,,,Volatile organic compounds survey report,,PM_30_40_94 : Volatile organic compounds survey report,,,,,
PM_30_50,30,50,,,,Building services condition survey reports,,PM_30_50 : Building services condition survey reports,,,,,
PM_30_50_06,30,50,06,,,Below-ground services survey report,,PM_30_50_06 : Below-ground services survey report,,,,,
PM_30_50_08,30,50,08,,,"Boilers, heating and hot water systems survey report",,"PM_30_50_08 : Boilers, heating and hot water systems survey report",,,,,
PM_30_50_11,30,50,11,,,Catering equipment survey report,,PM_30_50_11 : Catering equipment survey report,,,,,
PM_30_50_15,30,50,15,,,Cold water and water treatment systems survey report,,PM_30_50_15 : Cold water and water treatment systems survey report,,,,,
PM_30_50_16,30,50,16,,,Control systems survey report,,PM_30_50_16 : Control systems survey report,,,,,
PM_30_50_28,30,50,28,,,Escalator and moving pavement systems survey report,,PM_30_50_28 : Escalator and moving pavement systems survey report,,,,,
PM_30_50_30,30,50,30,,,Fire alarm systems survey report,,PM_30_50_30 : Fire alarm systems survey report,,,,,
PM_30_50_34,30,50,34,,,Generators system survey report,,PM_30_50_34 : Generators system survey report,,,,,
PM_30_50_46,30,50,46,,,Lighting survey information,,PM_30_50_46 : Lighting survey information,,,,,
PM_30_50_47,30,50,47,,,Lift installation survey report,,PM_30_50_47 : Lift installation survey report,,,,,
PM_30_50_48,30,50,48,,,Low-voltage general power electrical installations survey report,,PM_30_50_48 : Low-voltage general power electrical installations survey report,,,,,
PM_30_50_71,30,50,71,,,Refrigeration systems survey report,,PM_30_50_71 : Refrigeration systems survey report,,,,,
PM_30_50_82,30,50,82,,,Sprinkler systems survey report,,PM_30_50_82 : Sprinkler systems survey report,,,,,
PM_30_50_95,30,50,95,,,Ventilation and air conditioning systems survey report,,PM_30_50_95 : Ventilation and air conditioning systems survey report,,,,,
PM_30_60,30,60,,,,Building survey reports,,PM_30_60 : Building survey reports,,,,,
PM_30_60_10,30,60,10,,,Building fabric survey report,,PM_30_60_10 : Building fabric survey report,,,,,
PM_30_60_12,30,60,12,,,Building measurement survey report,,PM_30_60_12 : Building measurement survey report,,,,,
PM_30_60_15,30,60,15,,,Concealed elements survey report,,PM_30_60_15 : Concealed elements survey report,,,,,
PM_30_60_17,30,60,17,,,Concrete cover survey report,,PM_30_60_17 : Concrete cover survey report,,,,,
PM_30_60_18,30,60,18,,,Concrete defects survey report,,PM_30_60_18 : Concrete defects survey report,,,,,
PM_30_60_20,30,60,20,,,Damp ingress and excess moisture survey report,,PM_30_60_20 : Damp ingress and excess moisture survey report,,,,,
PM_30_60_22,30,60,22,,,Dilapidations survey report,,PM_30_60_22 : Dilapidations survey report,,,,,
PM_30_60_25,30,60,25,,,"Doors, windows and glazing defects survey report",,"PM_30_60_25 : Doors, windows and glazing defects survey report",,,,,
PM_30_60_50,30,60,50,,,Masonry defects survey report,,PM_30_60_50 : Masonry defects survey report,,,,,
PM_30_60_52,30,60,52,,,Metalwork defects survey report,,PM_30_60_52 : Metalwork defects survey report,,,,,
PM_30_60_73,30,60,73,,,Roof defects survey report,,PM_30_60_73 : Roof defects survey report,,,,,
PM_30_60_85,30,60,85,,,Structural survey report,,PM_30_60_85 : Structural survey report,,,,,
PM_30_60_90,30,60,90,,,Timber defects survey report,,PM_30_60_90 : Timber defects survey report,,,,,
PM_30_70,30,70,,,,Building performance survey reports,,PM_30_70 : Building performance survey reports,,,,,
PM_30_70_02,30,70,02,,,Access audit report,,PM_30_70_02 : Access audit report,,,,,
PM_30_70_04,30,70,04,,,Acoustics and noise transfer survey report,,PM_30_70_04 : Acoustics and noise transfer survey report,,,,,
PM_30_70_06,30,70,06,,,Airtightness survey report,,PM_30_70_06 : Airtightness survey report,,,,,
PM_30_70_26,30,70,26,,,Energy assessment survey report,,PM_30_70_26 : Energy assessment survey report,,,,,
PM_30_70_30,30,70,30,,,Fire protection survey report,,PM_30_70_30 : Fire protection survey report,,,,,
PM_30_70_75,30,70,75,,,Building security audit report,,PM_30_70_75 : Building security audit report,,,,,
PM_35,35,,,,,Project performance requirements,,PM_35 : Project performance requirements,,,,,
PM_35_05,35,05,,,,Project context requirements,,PM_35_05 : Project context requirements,,,,,
PM_35_05_22,35,05,22,,,Development performance requirements,,PM_35_05_22 : Development performance requirements,,,,,
PM_35_05_79,35,05,79,,,Site context requirements,05-35-10/265 Project context performance requirements,PM_35_05_79 : Site context requirements,,,,,
PM_35_10,35,10,,,,Quality and operational properties performance requirements,,PM_35_10 : Quality and operational properties performance requirements,,,,,
PM_35_10_03,35,10,03,,,Air quality performance requirements,,PM_35_10_03 : Air quality performance requirements,,,,,
PM_35_10_13,35,10,13,,,Comfort performance requirements,05-35-10/213 Comfort performance requirements,PM_35_10_13 : Comfort performance requirements,,,,,
PM_35_10_15,35,10,15,,,Condensation control performance requirements,05-35-40/215 Condensation control performance requirements,PM_35_10_15 : Condensation control performance requirements,,,,,
PM_35_10_22,35,10,22,,,Design quality performance requirements,05-35-10/222 Design quality performance requirements,PM_35_10_22 : Design quality performance requirements,,,,,
PM_35_10_25,35,10,25,,,Durability performance requirements,05-35-10/227 Durability performance requirements,PM_35_10_25 : Durability performance requirements,,,,,
PM_35_10_32,35,10,32,,,Functional properties performance requirements,05-35-10/232 Functional properties performance requirements,PM_35_10_32 : Functional properties performance requirements,,,,,
PM_35_10_47,35,10,47,,,Life cycle performance requirements,05-35-10/247 Life cycle performance requirements,PM_35_10_47 : Life cycle performance requirements,,,,,
PM_35_10_60,35,10,60,,,Performance compliance requirements,05-35-10/260 Performance compliance requirements,PM_35_10_60 : Performance compliance requirements,,,,,
PM_35_10_96,35,10,96,,,Watertightness performance requirements,05-35-40/296 Watertightness performance requirements,PM_35_10_96 : Watertightness performance requirements,,,,,
PM_35_20,35,20,,,,Structural performance requirements,,PM_35_20 : Structural performance requirements,,,,,
PM_35_20_03,35,20,03,,,Accidental loading performance requirements,05-35-20/203 Accidental loading performance requirements,PM_35_20_03 : Accidental loading performance requirements,,,,,
PM_35_20_26,35,20,26,,,Earthquake loading performance requirements,05-35-20/226 Earthquake loading performance requirements,PM_35_20_26 : Earthquake loading performance requirements,,,,,
PM_35_20_33,35,20,33,,,Geotechnical performance requirements,05-35-20/233 Geotechnical performance requirements,PM_35_20_33 : Geotechnical performance requirements,,,,,
PM_35_20_42,35,20,42,,,Imposed loads performance requirements,05-35-20/242 Imposed loads performance requirements,PM_35_20_42 : Imposed loads performance requirements,,,,,
PM_35_20_62,35,20,62,,,Permanent loads performance requirements,05-35-20/262 Permanent loads performance requirements,PM_35_20_62 : Permanent loads performance requirements,,,,,
PM_35_20_76,35,20,76,,,Snow and ice load performance requirements,05-35-20/276 Snow and ice load performance requirements,PM_35_20_76 : Snow and ice load performance requirements,,,,,
PM_35_20_80,35,20,80,,,Structural design performance requirements,05-35-20/280 Structural design performance requirements,PM_35_20_80 : Structural design performance requirements,,,,,
PM_35_20_81,35,20,81,,,Structural robustness performance requirements,05-35-20/310 Prevention of disproportionate collapse,PM_35_20_81 : Structural robustness performance requirements,,,,,
PM_35_20_82,35,20,82,,,Subsidence mitigation performance requirements,05-35-20/282 Subsidence mitigation performance requirements,PM_35_20_82 : Subsidence mitigation performance requirements,,,,,
PM_35_20_90,35,20,90,,,Thermal actions performance requirements,05-35-20/290 Thermal actions performance requirements,PM_35_20_90 : Thermal actions performance requirements,,,,,
PM_35_20_96,35,20,96,,,Wind loading performance requirements,05-35-20/296 Wind loading performance requirements,PM_35_20_96 : Wind loading performance requirements,,,,,
PM_35_30,35,30,,,,Fire performance requirements,,PM_35_30 : Fire performance requirements,,,,,
PM_35_30_04,35,30,04,,,Automatic fire suppression performance requirements,05-35-30/204 Automatic fire suppression performance requirements,PM_35_30_04 : Automatic fire suppression performance requirements,,,,,
PM_35_30_18,35,30,18,,,Electrical fire performance requirements,05-35-30/290 Electrical fire performance requirements,PM_35_30_18 : Electrical fire performance requirements,,,,,
PM_35_30_20,35,30,20,,,Escape lighting performance requirements,05-35-30/220 Escape lighting performance requirements,PM_35_30_20 : Escape lighting performance requirements,,,,,
PM_35_30_24,35,30,24,,,Fire and rescue service requirements,05-35-30/224 Fire and rescue service requirements,PM_35_30_24 : Fire and rescue service requirements,,,,,
PM_35_30_26,35,30,26,,,Fire protection zone requirements,05-35-30/226 Fire protection zone requirements,PM_35_30_26 : Fire protection zone requirements,,,,,
PM_35_30_28,35,30,28,,,Fire resistance performance requirements,05-35-30/228 Fire resistance performance requirements; 05-35-30/331 Fire resistance – UK National classification; 05-35-30/332 Fire resistance – European classification,PM_35_30_28 : Fire resistance performance requirements,,,,,
PM_35_30_30,35,30,30,,,Fire safety performance requirements,05-35-30/310 Fire safety – compliance route; 05-35-30/320 Fire safety – special building types,PM_35_30_30 : Fire safety performance requirements,,,,,
PM_35_30_70,35,30,70,,,Reaction to fire performance requirements,05-35-30/270 Reaction to fire performance requirements,PM_35_30_70 : Reaction to fire performance requirements,,,,,
PM_35_30_80,35,30,80,,,Spread of fire performance requirements,05-35-30/280 Spread of fire performance requirements,PM_35_30_80 : Spread of fire performance requirements,,,,,
PM_35_30_85,35,30,85,,,Structural fire performance requirements,05-35-30/285 Structural fire performance requirements,PM_35_30_85 : Structural fire performance requirements,,,,,
PM_35_30_96,35,30,96,,,Wildfire protection performance requirements,05-35-30/296 Wildfire protection performance requirements,PM_35_30_96 : Wildfire protection performance requirements,,,,,
PM_35_40,35,40,,,,Environmentally sustainable design requirements,,PM_35_40 : Environmentally sustainable design requirements,,,,,
PM_35_40_08,35,40,08,,,Biodiversity performance requirements,05-35-40/208 Biodiversity performance requirements,PM_35_40_08 : Biodiversity performance requirements,,,,,
PM_35_40_10,35,40,10,,,BREEAM (Building Research Establishment Environmental Assessment Method) requirements,05-35-40/310 Sustainable scheme performance,PM_35_40_10 : BREEAM (Building Research Establishment Environmental Assessment Method) requirements,,,,,
PM_35_40_28,35,40,28,,,Earthworks and groundworks schedules,,PM_35_40_28 : Earthworks and groundworks schedules,,,,,
PM_35_40_30,35,40,30,,,Environmental scheme performance requirements,05-35-40/230 Environmental scheme performance requirements,PM_35_40_30 : Environmental scheme performance requirements,,,,,
PM_35_40_32,35,40,32,,,Flood defence performance requirements,05-35-40/232 Flood defence performance requirements,PM_35_40_32 : Flood defence performance requirements,,,,,
